user_seq,id_usuario,pais_residencia,cidade_residencia,latitude_base,longitude_base,perfil,device_principal,ticket_medio,renda_faixa,criado_em
7134,user_07134,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-16
7135,user_07135,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-17
7136,user_07136,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-18
7137,user_07137,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-19
7138,user_07138,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-20
7139,user_07139,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-10-21
7140,user_07140,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-22
7141,user_07141,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-23
7142,user_07142,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-24
7143,user_07143,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-25
7144,user_07144,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-26
7145,user_07145,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-27
7146,user_07146,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-28
7147,user_07147,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-29
7148,user_07148,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-10-30
7149,user_07149,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-10-31
7150,user_07150,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2025-11-01
7151,user_07151,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-02
7152,user_07152,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-03
7153,user_07153,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-11-04
7154,user_07154,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-05
7155,user_07155,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-06
7156,user_07156,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-07
7157,user_07157,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-08
7158,user_07158,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-09
7159,user_07159,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-10
7160,user_07160,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-11
7161,user_07161,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2025-11-12
7162,user_07162,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-13
7163,user_07163,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-14
7164,user_07164,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-15
7165,user_07165,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-16
7166,user_07166,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-17
7167,user_07167,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2025-11-18
7168,user_07168,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-19
7169,user_07169,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2025-11-20
7170,user_07170,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-11-21
7171,user_07171,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-11-22
7172,user_07172,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2025-11-23
7173,user_07173,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2025-11-24
7174,user_07174,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-11-25
7175,user_07175,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-11-26
7176,user_07176,US,New York,40.7128,-74.0060,CORPORATIVO,web,420,MEDIA_ALTA,2025-11-27
7177,user_07177,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2025-11-28
7178,user_07178,GB,London,51.5074,-0.1278,ALTO_VALOR,mobile,850,ALTA,2025-11-29
7179,user_07179,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-11-30
7180,user_07180,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-12-01
7181,user_07181,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2025-12-02
7182,user_07182,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2025-12-03
7183,user_07183,FR,Paris,48.8566,2.3522,VIAJANTE,mobile,260,MEDIA,2025-12-04
7184,user_07184,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-12-05
7185,user_07185,FR,Paris,48.8566,2.3522,PADRAO,web,120,MEDIA,2025-12-06
7186,user_07186,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2025-12-07
7187,user_07187,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-12-08
7188,user_07188,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2025-12-09
7189,user_07189,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-12-10
7190,user_07190,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2025-12-11
7191,user_07191,JP,Tokyo,35.6762,139.6503,PADRAO,web,120,MEDIA,2025-12-12
7192,user_07192,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-12-13
7193,user_07193,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2025-12-14
7194,user_07194,CA,Toronto,43.6532,-79.3832,VIAJANTE,web,260,MEDIA,2025-12-15
7195,user_07195,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-12-16
7196,user_07196,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2025-12-17
7197,user_07197,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2025-12-18
7198,user_07198,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2025-12-19
7199,user_07199,AU,Sydney,-33.8688,151.2093,CORPORATIVO,mobile,420,MEDIA_ALTA,2025-12-20
7200,user_07200,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-01
7201,user_07201,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-02
7202,user_07202,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-03
7203,user_07203,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-04
7204,user_07204,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-05
7205,user_07205,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-01-06
7206,user_07206,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-07
7207,user_07207,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-08
7208,user_07208,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-09
7209,user_07209,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-10
7210,user_07210,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-11
7211,user_07211,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-12
7212,user_07212,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-13
7213,user_07213,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-14
7214,user_07214,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-15
7215,user_07215,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-16
7216,user_07216,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-01-17
7217,user_07217,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-18
7218,user_07218,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-19
7219,user_07219,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-20
7220,user_07220,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-21
7221,user_07221,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-22
7222,user_07222,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-01-23
7223,user_07223,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-24
7224,user_07224,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-25
7225,user_07225,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-26
7226,user_07226,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-27
7227,user_07227,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-01-28
7228,user_07228,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-29
7229,user_07229,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-01-30
7230,user_07230,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-01-31
7231,user_07231,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-01
7232,user_07232,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-02
7233,user_07233,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-03
7234,user_07234,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-04
7235,user_07235,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-05
7236,user_07236,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-06
7237,user_07237,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-07
7238,user_07238,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-02-08
7239,user_07239,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-09
7240,user_07240,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-10
7241,user_07241,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-11
7242,user_07242,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-12
7243,user_07243,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-13
7244,user_07244,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-14
7245,user_07245,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2024-02-15
7246,user_07246,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-16
7247,user_07247,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-17
7248,user_07248,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-18
7249,user_07249,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-02-19
7250,user_07250,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-20
7251,user_07251,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-21
7252,user_07252,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-22
7253,user_07253,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-23
7254,user_07254,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-24
7255,user_07255,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-25
7256,user_07256,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-26
7257,user_07257,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-02-27
7258,user_07258,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-28
7259,user_07259,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-02-29
7260,user_07260,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-03-01
7261,user_07261,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-02
7262,user_07262,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-03
7263,user_07263,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-04
7264,user_07264,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-05
7265,user_07265,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-06
7266,user_07266,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-07
7267,user_07267,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-03-08
7268,user_07268,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-03-09
7269,user_07269,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-03-10
7270,user_07270,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-03-11
7271,user_07271,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2024-03-12
7272,user_07272,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-03-13
7273,user_07273,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-03-14
7274,user_07274,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-03-15
7275,user_07275,US,New York,40.7128,-74.0060,ALTO_VALOR,web,850,ALTA,2024-03-16
7276,user_07276,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-03-17
7277,user_07277,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-03-18
7278,user_07278,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2024-03-19
7279,user_07279,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-03-20
7280,user_07280,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-03-21
7281,user_07281,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2024-03-22
7282,user_07282,GB,London,51.5074,-0.1278,VIAJANTE,mobile,260,MEDIA,2024-03-23
7283,user_07283,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-03-24
7284,user_07284,FR,Paris,48.8566,2.3522,PADRAO,web,120,MEDIA,2024-03-25
7285,user_07285,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-03-26
7286,user_07286,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-03-27
7287,user_07287,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2024-03-28
7288,user_07288,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-03-29
7289,user_07289,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-03-30
7290,user_07290,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2024-03-31
7291,user_07291,JP,Tokyo,35.6762,139.6503,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-04-01
7292,user_07292,JP,Tokyo,35.6762,139.6503,PADRAO,mobile,120,MEDIA,2024-04-02
7293,user_07293,JP,Tokyo,35.6762,139.6503,VIAJANTE,web,260,MEDIA,2024-04-03
7294,user_07294,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2024-04-04
7295,user_07295,CA,Toronto,43.6532,-79.3832,PADRAO,mobile,120,MEDIA,2024-04-05
7296,user_07296,CA,Toronto,43.6532,-79.3832,PADRAO,web,120,MEDIA,2024-04-06
7297,user_07297,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2024-04-07
7298,user_07298,AU,Sydney,-33.8688,151.2093,PADRAO,mobile,120,MEDIA,2024-04-08
7299,user_07299,AU,Sydney,-33.8688,151.2093,PADRAO,web,120,MEDIA,2024-04-09
7300,user_07300,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-10
7301,user_07301,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-11
7302,user_07302,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-12
7303,user_07303,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-13
7304,user_07304,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-04-14
7305,user_07305,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-15
7306,user_07306,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-16
7307,user_07307,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-17
7308,user_07308,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-18
7309,user_07309,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-19
7310,user_07310,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-20
7311,user_07311,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-21
7312,user_07312,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-22
7313,user_07313,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-23
7314,user_07314,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,web,420,MEDIA_ALTA,2024-04-24
7315,user_07315,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-04-25
7316,user_07316,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-26
7317,user_07317,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-27
7318,user_07318,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-28
7319,user_07319,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-04-29
7320,user_07320,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-04-30
7321,user_07321,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-01
7322,user_07322,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-02
7323,user_07323,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-03
7324,user_07324,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-04
7325,user_07325,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-05
7326,user_07326,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-05-06
7327,user_07327,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-07
7328,user_07328,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-08
7329,user_07329,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-09
7330,user_07330,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-10
7331,user_07331,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-11
7332,user_07332,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-12
7333,user_07333,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-13
7334,user_07334,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-14
7335,user_07335,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-15
7336,user_07336,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-16
7337,user_07337,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-05-17
7338,user_07338,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-18
7339,user_07339,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-19
7340,user_07340,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-20
7341,user_07341,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-21
7342,user_07342,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-22
7343,user_07343,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-23
7344,user_07344,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-24
7345,user_07345,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-25
7346,user_07346,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-26
7347,user_07347,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-27
7348,user_07348,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,mobile,260,MEDIA,2024-05-28
7349,user_07349,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-29
7350,user_07350,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-05-30
7351,user_07351,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-05-31
7352,user_07352,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-01
7353,user_07353,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-06-02
7354,user_07354,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-03
7355,user_07355,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-04
7356,user_07356,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-06-05
7357,user_07357,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-06
7358,user_07358,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-07
7359,user_07359,BR,Sao Paulo,-23.5505,-46.6333,VIAJANTE,web,260,MEDIA,2024-06-08
7360,user_07360,BR,Sao Paulo,-23.5505,-46.6333,CORPORATIVO,mobile,420,MEDIA_ALTA,2024-06-09
7361,user_07361,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-10
7362,user_07362,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-06-11
7363,user_07363,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-12
7364,user_07364,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-13
7365,user_07365,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-06-14
7366,user_07366,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-15
7367,user_07367,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-16
7368,user_07368,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,web,120,MEDIA,2024-06-17
7369,user_07369,BR,Sao Paulo,-23.5505,-46.6333,PADRAO,mobile,120,MEDIA,2024-06-18
7370,user_07370,US,New York,40.7128,-74.0060,VIAJANTE,mobile,260,MEDIA,2024-06-19
7371,user_07371,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-06-20
7372,user_07372,US,New York,40.7128,-74.0060,ALTO_VALOR,mobile,850,ALTA,2024-06-21
7373,user_07373,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-06-22
7374,user_07374,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-06-23
7375,user_07375,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-06-24
7376,user_07376,US,New York,40.7128,-74.0060,PADRAO,mobile,120,MEDIA,2024-06-25
7377,user_07377,US,New York,40.7128,-74.0060,PADRAO,web,120,MEDIA,2024-06-26
7378,user_07378,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-06-27
7379,user_07379,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-06-28
7380,user_07380,GB,London,51.5074,-0.1278,PADRAO,web,120,MEDIA,2024-06-29
7381,user_07381,GB,London,51.5074,-0.1278,VIAJANTE,mobile,260,MEDIA,2024-06-30
7382,user_07382,GB,London,51.5074,-0.1278,PADRAO,mobile,120,MEDIA,2024-07-01
7383,user_07383,FR,Paris,48.8566,2.3522,CORPORATIVO,web,420,MEDIA_ALTA,2024-07-02
7384,user_07384,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-07-03
7385,user_07385,FR,Paris,48.8566,2.3522,PADRAO,mobile,120,MEDIA,2024-07-04
7386,user_07386,FR,Paris,48.8566,2.3522,PADRAO,web,120,MEDIA,2024-07-05
7387,user_07387,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-07-06
7388,user_07388,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-07-07
7389,user_07389,DE,Berlin,52.5200,13.4050,PADRAO,web,120,MEDIA,2024-07-08
7390,user_07390,DE,Berlin,52.5200,13.4050,PADRAO,mobile,120,MEDIA,2024-07-09
